source_row,用户名,emotions,influence_of_emotions,text_species_mentions,feeling_correlated_to_text_species,text_activities_or_facilities,feeling_correlated_to_text_activities_or_facilities,comment_sentiment_score_0_to_1,raw_response,parse_ok,error
73,1天津市蓟州区盘山_Jany莉,Contentment; Relaxation; Pride,Scenic mountain hike,[],[],hiking; mountain trail; breakfast,hiking - refreshing; mountain trail - shaded; breakfast - energizing,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Relaxation"", ""Pride""],
    ""influence_of_emotions"": ""Scenic mountain hike"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""mountain trail"", ""breakfast""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - refreshing"", ""mountain trail - shaded"", ""breakfast - energizing""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
74,1天津市蓟州区盘山_Jany莉,Contentment; Admiration; Relaxation,"Scenic beauty, lighting, coolness",[],[],square dancing; walking up the mountain; cable car; picnic; staircases; lights at entrance,square dancing - joyful; walking up mountain - invigorating; cable car - convenient; picnic - relaxing; staircases - scenic; lights at entrance - welcoming,0.92,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Relaxation""],
    ""influence_of_emotions"": ""Scenic beauty, lighting, coolness"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""square dancing"", ""walking up the mountain"", ""cable car"", ""picnic"", ""staircases"", ""lights at entrance""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""square dancing - joyful"", ""walking up mountain - invigorating"", ""cable car - convenient"", ""picnic - relaxing"", ""staircases - scenic"", ""lights at entrance - welcoming""],
    ""comment_sentiment"": {""score_0_to_1"": 0.92}
  }
}",True,
75,1天津市蓟州区盘山_人生就是修行止,Contentment; Appreciation; Neutral,"Scenic variety, route variety",[],[],hiking; walking; ascending; cable car; sightseeing bus; mountain ridge; temple; cave; trail,hiking - satisfying; walking - scenic; ascending - rewarding; cable car - convenient; sightseeing bus - efficient; mountain ridge - enjoyable; temple - peaceful; cave - missed; trail - closed,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Appreciation"", ""Neutral""],
    ""influence_of_emotions"": ""Scenic variety, route variety"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""walking"", ""ascending"", ""cable car"", ""sightseeing bus"", ""mountain ridge"", ""temple"", ""cave"", ""trail""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - satisfying"",
      ""walking - scenic"",
      ""ascending - rewarding"",
      ""cable car - convenient"",
      ""sightseeing bus - efficient"",
      ""mountain ridge - enjoyable"",
      ""temple - peaceful"",
      ""cave - missed"",
      ""trail - closed""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
76,1天津市蓟州区盘山_1389005,Contentment; Relaxation; Exhaustion,"Mountain scenery, trail difficulty, transport options",[],[],cable cars; gondola; 观光车; 挂月峰索道; 罗汉园; 南天门; 万松寺; 云松索道; 停车场,Cable cars - Convenient; 观光车 - Efficient; 挂月峰索道 - Fast; 罗汉园 - Exhausting; 南天门 - Exhausting; 万松寺 - Moderate; 云松索道 - Efficient; 停车场 - Convenient,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Relaxation"", ""Exhaustion""],
    ""influence_of_emotions"": ""Mountain scenery, trail difficulty, transport options"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable cars"", ""gondola"", ""观光车"", ""挂月峰索道"", ""罗汉园"", ""南天门"", ""万松寺"", ""云松索道"", ""停车场""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Cable cars - Convenient"", ""观光车 - Efficient"", ""挂月峰索道 - Fast"", ""罗汉园 - Exhausting"", ""南天门 - Exhausting"", ""万松寺 - Moderate"", ""云松索道 - Efficient"", ""停车场 - Convenient""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
77,1天津市蓟州区盘山_花落香满池,Admiration; Pride; Contentment,Historical grandeur,[],[],[],[],0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Pride"", ""Contentment""],
    ""influence_of_emotions"": ""Historical grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
78,1天津市蓟州区盘山_走遍中国,Disappointment; Regret; Frustration,Underwhelming experience,[],[],[],[],0.25,"{
  ""text_analysis"": {
    ""emotions"": [""Disappointment"", ""Regret"", ""Frustration""],
    ""influence_of_emotions"": ""Underwhelming experience"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.25
    }
  }
}",True,
79,1天津市蓟州区盘山_社会颜色,[],,[],[],[],[],0.75,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
80,1天津市蓟州区盘山_克鲁斯布鲁斯南,Admiration; Contentment; Pride,Historical grandeur,[],[],[],[],0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Contentment"", ""Pride""],
    ""influence_of_emotions"": ""Historical grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
81,1天津市蓟州区盘山_牛奶海,[],,[],[],taking bus; riding cable car; walking; hiking; public transportation; cable car; bus station; direct bus; mountain scenery; 5A scenic area,convenient access; scenic views; physical exertion; easy descent; good transport; accessible trails,0.6,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""taking bus"",
      ""riding cable car"",
      ""walking"",
      ""hiking"",
      ""public transportation"",
      ""cable car"",
      ""bus station"",
      ""direct bus"",
      ""mountain scenery"",
      ""5A scenic area""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""convenient access"",
      ""scenic views"",
      ""physical exertion"",
      ""easy descent"",
      ""good transport"",
      ""accessible trails""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.60
    }
  }
}",True,
82,1天津市蓟州区盘山_1861011,Contentment; Surprise; Gratitude,"Service, Weather, Expectation",[],[],Buses; Cable car; Rain; Health code check; Raincoats,Buses - Disappointed; Cable car - Rainy; Health code check - Frustrating; Raincoats - Appreciated,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Surprise"", ""Gratitude""],
    ""influence_of_emotions"": ""Service, Weather, Expectation"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Buses"", ""Cable car"", ""Rain"", ""Health code check"", ""Raincoats""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Buses - Disappointed"", ""Cable car - Rainy"", ""Health code check - Frustrating"", ""Raincoats - Appreciated""],
    ""comment_sentiment"": {""score_0_to_1"": 0.75}
  }
}",True,
83,1天津市蓟州区盘山_轻快的行走脚步,Contentment; Admiration; Pride,Historical beauty,[],[],Mountaineering; Cultural sightseeing,Mountaineering - Peaceful; Cultural sightseeing - Inspiring,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Pride""],
    ""influence_of_emotions"": ""Historical beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Mountaineering"", ""Cultural sightseeing""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Mountaineering - Peaceful"", ""Cultural sightseeing - Inspiring""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
84,1天津市蓟州区盘山_e5089,[],,[],[],[],[],0.75,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
85,1天津市蓟州区盘山__Daisy_,Relaxation; Contentment; Caution,"Time constraints, trail difficulty, personal safety",[],[],观光车; 小缆车; 农家乐; 下山路径; 旅行团大巴,观光车 - Convenient; 小缆车 - Efficient; 农家乐 - Disappointing; 下山路径 - Scary; 旅行团大巴 - Reliable,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Relaxation"", ""Contentment"", ""Caution""],
    ""influence_of_emotions"": ""Time constraints, trail difficulty, personal safety"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""观光车"", ""小缆车"", ""农家乐"", ""下山路径"", ""旅行团大巴""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""观光车 - Convenient"",
      ""小缆车 - Efficient"",
      ""农家乐 - Disappointing"",
      ""下山路径 - Scary"",
      ""旅行团大巴 - Reliable""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
86,1天津市蓟州区盘山_katrina燕子,Excitement; Contentment; Gratitude,Mountain adventure experience,[],[],hiking; cable car; electric cart; temple visit; buddhist shrine; mountain楂tree; farmhouse; water bottle; instant noodle; cane stick; queueing,hiking - challenging; cable car - efficient; electric cart - convenient; temple visit - optional; mountain楂tree - scenic; farmhouse - charming; water bottle - essential; instant noodle - costly; cane stick - helpful; queueing - time-consuming,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Excitement"", ""Contentment"", ""Gratitude""],
    ""influence_of_emotions"": ""Mountain adventure experience"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""cable car"", ""electric cart"", ""temple visit"", ""buddhist shrine"", ""mountain楂tree"", ""farmhouse"", ""water bottle"", ""instant noodle"", ""cane stick"", ""queueing""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - challenging"", ""cable car - efficient"", ""electric cart - convenient"", ""temple visit - optional"", ""mountain楂tree - scenic"", ""farmhouse - charming"", ""water bottle - essential"", ""instant noodle - costly"", ""cane stick - helpful"", ""queueing - time-consuming""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
87,1天津市蓟州区盘山_南种子町甘罗,Exhaustion; Disappointment,"Physical strain, route difficulty",[],[],Mid-bus; Hangyue cableway; Walking down; Cableway at mountain base,Mid-bus - neutral; Hangyue cableway - neutral; Walking down - painful; Cableway at mountain base - avoid,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Exhaustion"", ""Disappointment""],
    ""influence_of_emotions"": ""Physical strain, route difficulty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Mid-bus"", ""Hangyue cableway"", ""Walking down"", ""Cableway at mountain base""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Mid-bus - neutral"", ""Hangyue cableway - neutral"", ""Walking down - painful"", ""Cableway at mountain base - avoid""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.30
    }
  }
}",True,
88,1天津市蓟州区盘山_心向远方jing,Contentment; Admiration; Pride,"Natural beauty, historical legacy, accessible trail",[],[],mountain hiking; scenic drive; viewing waterfalls; viewing奇松,mountain hiking - enjoyable; scenic drive - peaceful; waterfalls - awe-inspiring; 奇松 - majestic,0.92,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Pride""],
    ""influence_of_emotions"": ""Natural beauty, historical legacy, accessible trail"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""mountain hiking"", ""scenic drive"", ""viewing waterfalls"", ""viewing奇松""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""mountain hiking - enjoyable"", ""scenic drive - peaceful"", ""waterfalls - awe-inspiring"", ""奇松 - majestic""],
    ""comment_sentiment"": {""score_0_to_1"": 0.92}
  }
}",True,
89,1天津市蓟州区盘山_8689老牛NN,Contentment; Admiration,"Historical significance, scenic beauty",[],[],[],[],0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration""],
    ""influence_of_emotions"": ""Historical significance, scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
90,1天津市蓟州区盘山_hahayujie,Contentment; Frustration; Disappointment,"Mountain scenery, crowded缆车, poor design",[],[],cable car; mountain hiking; cable car queue,cable car - frustrating; mountain hiking - pleasant; cable car queue - exhausting,0.55,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Frustration"", ""Disappointment""],
    ""influence_of_emotions"": ""Mountain scenery, crowded缆车, poor design"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""mountain hiking"", ""cable car queue""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable car - frustrating"", ""mountain hiking - pleasant"", ""cable car queue - exhausting""],
    ""comment_sentiment"": {""score_0_to_1"": 0.55}
  }
}",True,
91,1天津市蓟州区盘山_M59382,Contentment; Relaxation,Seasonal comfort,[],[],观光车; 缆车; 步行; 万松寺,观光车 - Convenient; 缆车 - Scenic; 步行 - Energizing; 万松寺 - Serene,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Relaxation""],
    ""influence_of_emotions"": ""Seasonal comfort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""观光车"", ""缆车"", ""步行"", ""万松寺""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""观光车 - Convenient"", ""缆车 - Scenic"", ""步行 - Energizing"", ""万松寺 - Serene""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
92,1天津市蓟州区盘山_140jin,Contentment; Frustration,"Scenery, cost, effort",[],[],Climbing; Riding cable car; Descending by cable car; Hiking; Mountain trail; Tower at summit; Cable car ride,Climbing - Challenging; Riding cable car - Convenient; Descending by cable car - Fast; Hiking - Time-consuming; Mountain trail - Scenic; Tower at summit - Rewarding; Cable car ride - Expensive,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Frustration""],
    ""influence_of_emotions"": ""Scenery, cost, effort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Riding cable car"", ""Descending by cable car"", ""Hiking"", ""Mountain trail"", ""Tower at summit"", ""Cable car ride""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Climbing - Challenging"",
      ""Riding cable car - Convenient"",
      ""Descending by cable car - Fast"",
      ""Hiking - Time-consuming"",
      ""Mountain trail - Scenic"",
      ""Tower at summit - Rewarding"",
      ""Cable car ride - Expensive""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
93,1天津市蓟州区盘山_走遍中国,Contentment; Admiration; Relaxation,"Natural beauty, free access, scenic views",[],[],hiking; driving; artificial dam; mountain peak; parking lot,hiking - peaceful; driving - convenient; artificial dam - scenic; mountain peak - rewarding; parking lot - practical,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Relaxation""],
    ""influence_of_emotions"": ""Natural beauty, free access, scenic views"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""driving"", ""artificial dam"", ""mountain peak"", ""parking lot""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - peaceful"", ""driving - convenient"", ""artificial dam - scenic"", ""mountain peak - rewarding"", ""parking lot - practical""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
94,1天津市蓟州区盘山__WeCh818601,Happiness; Excitement; Contentment,"Achievement, Nature, Partnership",[],[],hiking; mountain climbing,hiking - thrilling; mountain climbing - satisfying,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Happiness"", ""Excitement"", ""Contentment""],
    ""influence_of_emotions"": ""Achievement, Nature, Partnership"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""mountain climbing""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - thrilling"", ""mountain climbing - satisfying""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
95,1天津市蓟州区盘山_姑奶奶MT,Contentment; Excitement; Gratitude,"Natural beauty, comfort, convenience",[],[],cable car; sightseeing bus; forest path; waterfall; mountain trail,cable car - convenient; sightseeing bus - relaxing; forest path - shaded; waterfall - refreshing; mountain trail - enjoyable,0.9,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Excitement"", ""Gratitude""],
    ""influence_of_emotions"": ""Natural beauty, comfort, convenience"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""sightseeing bus"", ""forest path"", ""waterfall"", ""mountain trail""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable car - convenient"", ""sightseeing bus - relaxing"", ""forest path - shaded"", ""waterfall - refreshing"", ""mountain trail - enjoyable""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.90
    }
  }
}",True,
96,1天津市蓟州区盘山_张小O张小O,Happiness; Relaxation; Gratitude,"Family achievement, scenic view, safety measures",[],[],cable car; hiking; mountain trail; disinfection of cable car,cable car - convenient; hiking - peaceful; mountain trail - scenic; disinfection of cable car - reassuring,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Happiness"", ""Relaxation"", ""Gratitude""],
    ""influence_of_emotions"": ""Family achievement, scenic view, safety measures"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""hiking"", ""mountain trail"", ""disinfection of cable car""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable car - convenient"", ""hiking - peaceful"", ""mountain trail - scenic"", ""disinfection of cable car - reassuring""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
97,1天津市蓟州区盘山_1390660,Excitement; Contentment; Amusement,Winter scenery,[],[],Photography,Photography - Beautiful,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Excitement"", ""Contentment"", ""Amusement""],
    ""influence_of_emotions"": ""Winter scenery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Photography""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Photography - Beautiful""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
98,1天津市蓟州区盘山_雪雪超级爱旅行,Contentment; Amusement; Relaxation,"Physical effort, nature encounter, cost-effective descent",[],[],Climbing mountain; Riding cable car; Riding Mercedes-Benz vehicle,Climbing mountain - Determined; Riding cable car - Refreshing; Riding Mercedes-Benz vehicle - Luxurious,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Relaxation""],
    ""influence_of_emotions"": ""Physical effort, nature encounter, cost-effective descent"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing mountain"", ""Riding cable car"", ""Riding Mercedes-Benz vehicle""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing mountain - Determined"", ""Riding cable car - Refreshing"", ""Riding Mercedes-Benz vehicle - Luxurious""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
99,1天津市蓟州区盘山_stacy琪,Excitement; Contentment; Relaxation,"Adventure, Scenic Views, Cool Water",[],[],cable car; walking down the mountain; viewing tower forest; stream,Cable car - Thrilling; Walking down - Refreshing; Tower forest - Serene; Stream - Cooling,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Excitement"", ""Contentment"", ""Relaxation""],
    ""influence_of_emotions"": ""Adventure, Scenic Views, Cool Water"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""walking down the mountain"", ""viewing tower forest"", ""stream""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Cable car - Thrilling"", ""Walking down - Refreshing"", ""Tower forest - Serene"", ""Stream - Cooling""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
100,1天津市蓟州区盘山_winnieqs,Contentment; Amusement; Hope,"Clear weather, seasonal contrast",Ginkgo biloba,Ginkgo biloba - Majestic view,[],[],0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Hope""],
    ""influence_of_emotions"": ""Clear weather, seasonal contrast"",
    ""text_species_mentions"": [""Ginkgo biloba""],
    ""feeling_correlated_to_text_species"": [""Ginkgo biloba - Majestic view""],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
